,PM2.5,PM10,SO2,NO2,CO,O3,AQI,PR,PCDI,GRDP,PGDP,EDUL,UGA,TAAA,FEC,NGC,EC,TSI,CVO,RAAT,RAAP,RAAWS
PM2.5,1.0,0.995451252038212,0.9967266048992091,0.9022197556154345,0.9683580429431589,-0.6610537276311581,0.9901188435066048,-0.9657562851012551,-0.8916887307486562,-0.8886492344845844,-0.8868335808738353,0.09038701587690974,-0.9131675814925512,-0.4693180552463832,0.9675054233757582,-0.854196629789889,-0.7892090585144123,-0.8241738485554337,-0.934292469034383,-0.22847020730374748,0.5971699618656097,-0.333223467878809
PM10,0.995451252038212,1.0,0.9961150109276187,0.9000880875779279,0.9805655309942424,-0.631163495645583,0.988819217133031,-0.9788388478552645,-0.921032240766692,-0.922227574238258,-0.9207083286752966,0.1448373201553627,-0.9393727892292418,-0.409473977024166,0.9761305299947914,-0.8974691902753746,-0.8281297008537225,-0.8630549775752122,-0.9599889267189761,-0.1827930237836947,0.6437791283156624,-0.3729738477880087
SO2,0.9967266048992091,0.9961150109276187,1.0,0.908872146468463,0.9701874261665813,-0.6419717620425097,0.9858369219158548,-0.9713065789532563,-0.9113064773665013,-0.905000977796754,-0.9032199780798384,0.07881357435075609,-0.9251206728994734,-0.4576607189217308,0.9579349417610088,-0.8538465771755227,-0.8136642168596887,-0.8450655416693924,-0.9449589210092462,-0.24279000278416302,0.6382560722416659,-0.2990835931266409
NO2,0.9022197556154345,0.9000880875779279,0.908872146468463,1.0,0.9370383442675362,-0.33185171103871697,0.9366683538153748,-0.8400417481810087,-0.8693708567484119,-0.8458819628418316,-0.8447979794136141,-0.2880183073407128,-0.785340336099403,-0.17148253022200996,0.768727669308318,-0.7026443136100986,-0.8334027537355859,-0.8304202005313637,-0.8211047116203554,-0.23314865699305135,0.7502005422008607,-0.24724765608963778
CO,0.9683580429431589,0.9805655309942424,0.9701874261665813,0.9370383442675362,1.0,-0.49197049008282867,0.9836160981901475,-0.9650812519586547,-0.9555089307182985,-0.9553730881983948,-0.9544175742134388,0.16998441285914664,-0.9459927910598188,-0.24932181365329478,0.951481742299838,-0.9380006264029259,-0.8970177388722266,-0.917960668775659,-0.9665712350800425,-0.14802809476544274,0.7394042523419478,-0.45677568397920776
O3,-0.6610537276311581,-0.631163495645583,-0.6419717620425097,-0.33185171103871697,-0.49197049008282867,1.0,-0.5613657446950233,0.6280162647971237,0.42414079321131193,0.4332278899209691,0.4306666586806337,-0.26453656788549973,0.5379240907009869,0.890082223720873,-0.8188597647651067,0.49782084125804693,0.2679041522282565,0.3215109488276187,0.5409107112295952,0.3796040663159528,0.04922240505567353,0.04466244398258487
AQI,0.9901188435066048,0.988819217133031,0.9858369219158548,0.9366683538153748,0.9836160981901475,-0.5613657446950233,1.0,-0.9537510438522814,-0.8969176479983046,-0.8938747043438356,-0.8922003972891709,0.06102214347383987,-0.9149881488256768,-0.3463165673836733,0.9483722247159401,-0.878255285657136,-0.8074307963406304,-0.8364886074942568,-0.9391512255401293,-0.1504831154117037,0.6552867125286884,-0.37578234266457683
PR,-0.9657562851012551,-0.9788388478552645,-0.9713065789532563,-0.8400417481810087,-0.9650812519586547,0.6280162647971237,-0.9537510438522814,1.0,0.9483380985972921,0.9488641651977912,0.9472414638376578,-0.3618665063025176,0.9859680176676339,0.405271384236372,-0.9604984357079246,0.9216317830314905,0.8599387599043222,0.8877774662249944,0.98828566563841,0.18830019743778037,-0.6914144927278902,0.4109931419213391
PCDI,-0.8916887307486562,-0.921032240766692,-0.9113064773665013,-0.8693708567484119,-0.9555089307182985,0.42414079321131193,-0.8969176479983046,0.9483380985972921,1.0,0.9949730673207393,0.9946563643762488,-0.37584330086121337,0.9923675303818256,0.19895182824029892,-0.9154919155441523,0.9773189925852862,0.9763119285591394,0.9824205653351428,0.9963590217925848,0.23123843751342724,-0.828180479321892,0.4381434654602624
GRDP,-0.8886492344845844,-0.922227574238258,-0.905000977796754,-0.8458819628418316,-0.9553730881983948,0.4332278899209691,-0.8938747043438356,0.9488641651977912,0.9949730673207393,1.0,0.9999828777950432,-0.41454022500484067,0.9841001359303176,0.16739594660386078,-0.9090377828914429,0.9909229643547308,0.9707104300377696,0.9864611951280854,0.9910811603228487,0.16986000853372854,-0.8006320330352769,0.5068711053982391
PGDP,-0.8868335808738353,-0.9207083286752966,-0.9032199780798384,-0.8447979794136141,-0.9544175742134388,0.4306666586806337,-0.8922003972891709,0.9472414638376578,0.9946563643762488,0.9999828777950432,1.0,-0.4149347324249281,0.9831166997248946,0.16353829575836837,-0.907502677770712,0.9914745992387571,0.9713640156889445,0.987228729498012,0.9902940097870329,0.1691445097237842,-0.8001963676160171,0.509505237339701
EDUL,0.09038701587690974,0.1448373201553627,0.07881357435075609,-0.2880183073407128,0.16998441285914664,-0.26453656788549973,0.06102214347383987,-0.3618665063025176,-0.37584330086121337,-0.41454022500484067,-0.4149347324249281,1.0,-0.4539592076333192,-0.04597691177822434,0.2778776244226649,-0.3846528695287964,-0.4371787883325168,-0.38176573872295094,-0.38595009439431915,0.28474389773440195,0.3060574410825432,-0.5926018716666858
UGA,-0.9131675814925512,-0.9393727892292418,-0.9251206728994734,-0.785340336099403,-0.9459927910598188,0.5379240907009869,-0.9149881488256768,0.9859680176676339,0.9923675303818256,0.9841001359303176,0.9831166997248946,-0.4539592076333192,1.0,0.28020292051831647,-0.9147150734399672,0.9487386883201073,0.9535843196142756,0.9575508253483583,0.9959430762040391,-0.19079216824709846,-0.7241320834297775,0.37732965290483383
TAAA,-0.4693180552463832,-0.409473977024166,-0.4576607189217308,-0.17148253022200996,-0.24932181365329478,0.890082223720873,-0.3463165673836733,0.405271384236372,0.19895182824029892,0.16739594660386078,0.16353829575836837,-0.04597691177822434,0.28020292051831647,1.0,-0.5973104265685807,0.22891139126950139,-0.009112677669913543,0.04364173470028253,0.26878827296429386,0.7803952492428656,0.2963898842107646,-0.28987027906924867
FEC,0.9675054233757582,0.9761305299947914,0.9579349417610088,0.768727669308318,0.951481742299838,-0.8188597647651067,0.9483722247159401,-0.9604984357079246,-0.9154919155441523,-0.9090377828914429,-0.907502677770712,0.2778776244226649,-0.9147150734399672,-0.5973104265685807,1.0,-0.8786195379412085,-0.831543223429547,-0.8419194500074807,-0.942309230577566,-0.02668526372010302,0.23887421310248844,-0.4888875015384448
NGC,-0.854196629789889,-0.8974691902753746,-0.8538465771755227,-0.7026443136100986,-0.9380006264029259,0.49782084125804693,-0.878255285657136,0.9216317830314905,0.9773189925852862,0.9909229643547308,0.9914745992387571,-0.3846528695287964,0.9487386883201073,0.22891139126950139,-0.8786195379412085,1.0,0.9945109153826842,0.9951061570030231,0.9643220751786322,-0.30621988775811504,-0.6547296541304141,0.7334675363557424
EC,-0.7892090585144123,-0.8281297008537225,-0.8136642168596887,-0.8334027537355859,-0.8970177388722266,0.2679041522282565,-0.8074307963406304,0.8599387599043222,0.9763119285591394,0.9707104300377696,0.9713640156889445,-0.4371787883325168,0.9535843196142756,-0.009112677669913543,-0.831543223429547,0.9945109153826842,1.0,0.9905717476111437,0.9587443263089263,0.23064842682865075,-0.8641777776316357,0.46981365918331264
TSI,-0.8241738485554337,-0.8630549775752122,-0.8450655416693924,-0.8304202005313637,-0.917960668775659,0.3215109488276187,-0.8364886074942568,0.8877774662249944,0.9824205653351428,0.9864611951280854,0.987228729498012,-0.38176573872295094,0.9575508253483583,0.04364173470028253,-0.8419194500074807,0.9951061570030231,0.9905717476111437,1.0,0.9672035549863355,0.19838222244943418,-0.8170474195285874,0.522986262907351
CVO,-0.934292469034383,-0.9599889267189761,-0.9449589210092462,-0.8211047116203554,-0.9665712350800425,0.5409107112295952,-0.9391512255401293,0.98828566563841,0.9963590217925848,0.9910811603228487,0.9902940097870329,-0.38595009439431915,0.9959430762040391,0.26878827296429386,-0.942309230577566,0.9643220751786322,0.9587443263089263,0.9672035549863355,1.0,-0.21660585101678523,-0.7183595500299373,0.3782347636098291
RAAT,-0.22847020730374748,-0.1827930237836947,-0.24279000278416302,-0.23314865699305135,-0.14802809476544274,0.3796040663159528,-0.1504831154117037,0.18830019743778037,0.23123843751342724,0.16986000853372854,0.1691445097237842,0.28474389773440195,-0.19079216824709846,0.7803952492428656,-0.02668526372010302,-0.30621988775811504,0.23064842682865075,0.19838222244943418,-0.21660585101678523,1.0,-0.0038430193494797685,-0.3300387494293355
RAAP,0.5971699618656097,0.6437791283156624,0.6382560722416659,0.7502005422008607,0.7394042523419478,0.04922240505567353,0.6552867125286884,-0.6914144927278902,-0.828180479321892,-0.8006320330352769,-0.8001963676160171,0.3060574410825432,-0.7241320834297775,0.2963898842107646,0.23887421310248844,-0.6547296541304141,-0.8641777776316357,-0.8170474195285874,-0.7183595500299373,-0.0038430193494797685,1.0,-0.23590159137580988
RAAWS,-0.333223467878809,-0.3729738477880087,-0.2990835931266409,-0.24724765608963778,-0.45677568397920776,0.04466244398258487,-0.37578234266457683,0.4109931419213391,0.4381434654602624,0.5068711053982391,0.509505237339701,-0.5926018716666858,0.37732965290483383,-0.28987027906924867,-0.4888875015384448,0.7334675363557424,0.46981365918331264,0.522986262907351,0.3782347636098291,-0.3300387494293355,-0.23590159137580988,1.0
